"name","value"
"Qid","guest6"
"Question","Kann Digitalisierung zu mehr Nachhaltigkeit beitragen?"
"Quotayes","83.300003"
"Outlier","1"
"Outlierbounds1","20.0"
"Outlierbounds2","80.0"
,
"Trackid","Answer"
"track_4","1"
"track_5","1"
"track_6","1"
"track_7","1"
"track_8","1"
"track_9","1"
"track_10","1"
"track_11","1"
"track_12","1"
"track_13","1"
"track_14","1"
"track_15","1"
"track_16","1"
"track_17","1"
"track_18","0"
"track_19","1"
"track_20","1"
"track_21","0"
"track_22","0"
"track_23","1"
"track_24","0"
"track_25","1"
"track_26","1"
"track_27","1"
